paper_id,title,year,citation_count,topic_id,topic_score,topic_label
69ce7d3fc73d68eca86a6e67a6158687aed1c8b1,Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer’s disease,2019,1433,2,0.08480383680478262,Amyloid/Tau Pathology
c714be0b034e826ed54fdf4e2d0182b25fdde6f8,Alzheimer's disease,2018,1815,5,0.07348598320318796,Drug/Therapeutic Interventions
5aaf380a632942d41ec50bac49abb001dfc393ca,Inflammation as a central mechanism in Alzheimer's disease,2018,1874,0,0.13819127309450155,Amyloid/Tau Pathology
3d592d0e7821d1b2bbe7cc80bc294f6900bcdb78,Mitochondrial Dysfunction in Alzheimer's Disease.,2025,108,0,0.17962429030744237,Amyloid/Tau Pathology
6497f5a878cb7390e63934b8527c36bd40cf7f74,Global estimates on the number of persons across the Alzheimer's disease continuum,2022,667,5,0.10716160359640302,Drug/Therapeutic Interventions
b01b377eb911c9a125a6f6c992704790c2e2d659,Neurobiology of Alzheimer's Disease,2025,81,0,0.0,Amyloid/Tau Pathology
4ded827d26e55408384b621138c9cc4b7dfe9ec4,Integrated multimodal cell atlas of Alzheimer’s disease,2024,217,4,0.1009790103722258,Neuroinflammation & Immune
87d12ee567226409225dbab1b1010f15111ace6b,Adult hippocampal neurogenesis is abundant in neurologically healthy subjects and drops sharply in patients with Alzheimer’s disease,2019,1312,3,0.026070549197873036,Cognitive & Neuropsychological
04c46912191f7759a4edb9dbd689b651e3bc2f11,Single-nucleus chromatin accessibility and transcriptomic characterization of Alzheimer’s disease,2021,514,4,0.07769125664515823,Neuroinflammation & Immune
06b30efe8aaf3311cd948a56b2470ce75037beb0,"IL-1β, IL-6, TNF- α and CRP in Elderly Patients with Depression or Alzheimer’s disease: Systematic Review and Meta-Analysis",2018,489,2,0.042475245396951744,Amyloid/Tau Pathology
a4addb35b2fe4d7b1309b3d45e5f11aa59ce514f,Disease-associated astrocytes in Alzheimer’s disease and aging,2020,782,4,0.250269986647071,Neuroinflammation & Immune
4de5954f0ca3ee4687dd79ca21f379ba80d4bf5d,"A Dataset of Scalp EEG Recordings of Alzheimer's Disease, Frontotemporal Dementia and Healthy Subjects from Routine EEG",2023,230,3,0.12240858983391226,Cognitive & Neuropsychological
403a5aefdc0c66f64029809243f84878c8677bae,APOE4/4 is linked to damaging lipid droplets in Alzheimer’s disease microglia,2024,364,4,0.28692260788945645,Neuroinflammation & Immune
d0f8b33eac81da6658650a4a35bb9bddcfa09299,"Alzheimer’s disease: pathogenesis, diagnostics, and therapeutics",2019,909,0,0.13199812521074508,Amyloid/Tau Pathology
dc5f525087f24d7c6a95d667de138557d460fc7e,Clinical diagnosis of Alzheimer’s disease: Recommendations of the International Working Group (IWG),2021,721,2,0.21455289156646554,Amyloid/Tau Pathology
6a877de46c2f6fef6173c714015c83589b795d5e,Human microglial state dynamics in Alzheimer's disease progression.,2023,293,4,0.2767066469616131,Neuroinflammation & Immune
d7444690da4442ba0cdca3a07b20a88486ff50d0,"APOE and Alzheimer’s Disease: Advances in Genetics, Pathophysiology, and Therapeutic Approaches.",2021,754,4,0.17965316941920778,Neuroinflammation & Immune
268c3c3c76dd31674ca43f7804186bef72732b79,"A genome-wide association study with 1,126,563 individuals identifies new risk loci for Alzheimer’s disease",2021,773,4,0.18690382418469564,Neuroinflammation & Immune
9e86f9053661218a4d7e96164aca758f5aa06629,Convolutional Neural Networks for Classification of Alzheimer's Disease: Overview and Reproducible Evaluation,2019,670,3,0.2995508795041521,Cognitive & Neuropsychological
cfed7b553824ae794d40e7396224cbc200b44b1c,High performance plasma amyloid-β biomarkers for Alzheimer’s disease,2018,1446,2,0.26473803315992434,Amyloid/Tau Pathology
b8db7d9e64845a5b32a9b467a78fc8f33534a185,The Epidemiology of Alzheimer's Disease Modifiable Risk Factors and Prevention,2021,628,1,0.109420349447373,"Care, Lifestyle & QoL"
6354dad3769ddf9d9537c8a36137788721072a58,Disease prediction using graph convolutional networks: Application to Autism Spectrum Disorder and Alzheimer's disease,2018,706,3,0.20602537996609663,Cognitive & Neuropsychological
e41bfc4708f0389c70833bc0e2f17b5f5c365272,Alzheimer's disease neuroimaging,2018,709,2,0.12049140308847212,Amyloid/Tau Pathology
70d44b215d6018058e9f872836da1d8c582e4a1b,Racial and ethnic estimates of Alzheimer's disease and related dementias in the United States (2015–2060) in adults aged ≥65 years,2018,922,1,0.2221452440016298,"Care, Lifestyle & QoL"
391adb47e61a3b92ada9dfb5d94a86802ac5d779,A single-cell atlas of entorhinal cortex from individuals with Alzheimer’s disease reveals cell-type-specific gene expression regulation,2019,730,4,0.1804615401868032,Neuroinflammation & Immune
f990c48d12c006f662d69f0580d04e0a3f02323a,Acceptable performance of blood biomarker tests of amyloid pathology — recommendations from the Global CEO Initiative on Alzheimer’s Disease,2024,230,2,0.23973224495302567,Amyloid/Tau Pathology
5417c2e7e1bd6ecf36fd41acc258dd96b5bb450a,The cost of Alzheimer's disease in China and re‐estimation of costs worldwide,2018,604,1,0.061773715037892765,"Care, Lifestyle & QoL"
f569a75c5c526ad595a5260871ab636df520bc87,"Amyloid β-based therapy for Alzheimer’s disease: challenges, successes and future",2023,729,5,0.10794942699464101,Drug/Therapeutic Interventions
68c9f35b659c74b8dd091dd85e9371c50e5410c4,Spatial Transcriptomics and In Situ Sequencing to Study Alzheimer's Disease.,2020,722,4,0.23130712700645073,Neuroinflammation & Immune
665a2d3289252d8f86c2ff8f98410dce2d787bed,Multimodal deep learning models for early detection of Alzheimer’s disease stage,2021,619,3,0.3485604013843437,Cognitive & Neuropsychological
7b8b096a1b2feabe8df33aec3098f9d1db65d00a,Alzheimer's disease drug development pipeline: 2024,2024,291,5,0.5194389061151047,Drug/Therapeutic Interventions
7515260b5f4f73dcf74b24e0f54c7b681baa121d,Single-cell multiregion dissection of Alzheimer’s disease,2024,196,4,0.18167024756515301,Neuroinflammation & Immune
591ba9cf114aff7814602cec352731c50977f57c,"Plasma P-tau181 in Alzheimer’s disease: relationship to other biomarkers, differential diagnosis, neuropathology and longitudinal progression to Alzheimer’s dementia",2020,1028,2,0.20978783694490297,Amyloid/Tau Pathology
73c303be94ccec3f13840b3ee36f0a5948770b36,Mitochondria dysfunction in the pathogenesis of Alzheimer’s disease: recent advances,2020,1031,0,0.1814758362754539,Amyloid/Tau Pathology
4a507b69ee9b3c829023453adb56f16c3b00bd9d,Blood phosphorylated tau 181 as a biomarker for Alzheimer's disease: a diagnostic performance and prediction modelling study using data from four prospective cohorts.,2020,1028,2,0.31553756412900996,Amyloid/Tau Pathology
93d65c64dcf5e37af68d8a81170aa6058efd7361,"Glymphatic system dysfunction predicts amyloid deposition, neurodegeneration, and clinical progression in Alzheimer's disease",2024,171,2,0.0625374227415239,Amyloid/Tau Pathology
7a2d22f7ff52e13ac8b5b8805c6971698051d860,Clonally expanded CD8 T cells patrol the cerebrospinal fluid in Alzheimer’s disease,2020,747,2,0.13219258504509876,Amyloid/Tau Pathology
e8ad29b12da1896b4506335bce0db580ca6682ab,Efficacy of acetylcholinesterase inhibitors in Alzheimer's disease.,2020,860,5,0.1897111984645309,Drug/Therapeutic Interventions
0c83e4839fdd334f30583ca16d4bde3dd64e2a0e,Oxidative stress: The core pathogenesis and mechanism of Alzheimer’s disease,2022,627,0,0.1340601245077572,Amyloid/Tau Pathology
da782be286793872280ba238f8b29722674f8afc,Four distinct trajectories of tau deposition identified in Alzheimer’s disease,2021,593,2,0.05387834358146136,Amyloid/Tau Pathology
fe7c0a431f8e7e029f3377b02550e4e202d3143d,Alzheimer’s Disease: Epidemiology and Clinical Progression,2022,454,2,0.2087994776761386,Amyloid/Tau Pathology
f8f367cb900928ad0065b297064037bf4b5d4ed5,Blood-based biomarkers for Alzheimer's disease: towards clinical implementation.,2021,732,2,0.30405996606642616,Amyloid/Tau Pathology
565142d0377f2d6b99ff92c4a7eb0d2c1a0f8a55,"A randomized, double-blind, phase 2b proof-of-concept clinical trial in early Alzheimer’s disease with lecanemab, an anti-Aβ protofibril antibody",2020,660,2,0.16103300722044686,Amyloid/Tau Pathology
2e35e402f0724efbfbc955d6a67a87699d52a420,Systematic phenotyping and characterization of the 5xFAD mouse model of Alzheimer’s disease,2021,436,4,0.23946034194156854,Neuroinflammation & Immune
9d0c9bccae6d6e0750c119c605d172661f0365b1,Molecular and cellular mechanisms underlying the pathogenesis of Alzheimer’s disease,2020,728,0,0.1638395496033893,Amyloid/Tau Pathology
ce6e16a581111424a5b18265603de63b962e49e8,Synergy between amyloid-β and tau in Alzheimer’s disease,2020,953,2,0.10655482679318512,Amyloid/Tau Pathology
4f28ec72db0792948f85f6cd294ec9594796af37,Early-Stage Alzheimer's Disease Prediction Using Machine Learning Models,2022,305,3,0.23314732478014896,Cognitive & Neuropsychological
44ee5515609dfe6555c259f551315a322ff2d26b,Large-scale proteomic analysis of Alzheimer’s disease brain and cerebrospinal fluid reveals early changes in energy metabolism associated with microglia and astrocyte activation,2020,823,2,0.10063208057113522,Amyloid/Tau Pathology
bdd385e9a802b009e791b109fd900e0cc4acfb0c,Brain insulin resistance in Alzheimer's disease and related disorders: mechanisms and therapeutic approaches.,2020,609,0,0.12294429633987358,Amyloid/Tau Pathology
e1936549133ed4613990017105a17a5c28b7ad94,Senolytic therapy alleviates Aβ-associated oligodendrocyte progenitor cell senescence and cognitive deficits in an Alzheimer’s disease model,2019,811,4,0.05643875349058219,Neuroinflammation & Immune
140e24d839574f50b9fb5fd9f348e5e9e1728d0e,Current understanding of the Alzheimer’s disease-associated microbiome and therapeutic strategies,2024,172,0,0.15092900557056008,Amyloid/Tau Pathology
465a251ab5856a87e0a8146268ee80b4cdd051d2,Biomarker Changes during 20 Years Preceding Alzheimer's Disease.,2024,252,2,0.2977537521225716,Amyloid/Tau Pathology
07451658b3e741a6d2291393137dcf7acb679370,Mechanisms of sex differences in Alzheimer's disease.,2024,250,4,0.11974562171445176,Neuroinflammation & Immune
a81eedf39ede802fe8f9071b7438bb4acdbfdea2,Revised criteria for the diagnosis and staging of Alzheimer’s disease,2024,165,2,0.05137157519679859,Amyloid/Tau Pathology
ed00e5fa2af0e1b7e91c0995ad9f8d6e09d08618,APOE4 homozygosity represents a distinct genetic form of Alzheimer’s disease,2024,234,4,0.0679419374742526,Neuroinflammation & Immune
a5557e38e2cb1fe1b3ad6379d03ec8db0a8e7b5b,Head-to-head comparison of 10 plasma phospho-tau assays in prodromal Alzheimer’s disease,2022,400,2,0.31310703742498797,Amyloid/Tau Pathology
05fde71eba9b7b770ed5b36484d7a82a6c1eb4dd,The cholinergic system in the pathophysiology and treatment of Alzheimer's disease.,2018,1431,0,0.12168854830410668,Amyloid/Tau Pathology
39dcd1c03d0b6d562caac86e8356f1380ab06a44,Alzheimer’s disease: risk factors and potentially protective measures,2019,733,0,0.11468431251542963,Amyloid/Tau Pathology
99ea49ab0c1c1672b94039e5c61e1144b048cb80,Human and mouse single-nucleus transcriptomics reveal TREM2-dependent and - independent cellular responses in Alzheimer’s disease,2019,721,4,0.3358089117593609,Neuroinflammation & Immune
14d8cb0e4061f3c2b258638a8405adb118ed1661,A Breakdown in Metabolic Reprogramming Causes Microglia Dysfunction in Alzheimer's Disease.,2019,651,4,0.24236186951769473,Neuroinflammation & Immune
7c39e04713c153091326d93448cd23e0915cf1eb,Role of Cholinergic Signaling in Alzheimer’s Disease,2022,647,0,0.13718523024030574,Amyloid/Tau Pathology
3e694fe2e99a78fdb9cd33e218acd99a93cc12a0,Sustained microglial depletion with CSF1R inhibitor impairs parenchymal plaque development in an Alzheimer’s disease model,2019,689,4,0.30701601368432385,Neuroinflammation & Immune
c97b72eaa72a1f7af152b205f886ac883aa9fd23,Brain-Gut-Microbiota Axis in Alzheimer’s Disease,2019,686,0,0.15822581143178807,Amyloid/Tau Pathology
fecfe002f9c3883e4476d3ce0a69b874e06566f8,Microglia in Alzheimer’s disease,2018,1350,4,0.2553976593897712,Neuroinflammation & Immune
cc2df1df8221a1fa3d428338a5ead55bc1a47948,Amyloid β oligomers constrict human capillaries in Alzheimer’s disease via signaling to pericytes,2019,606,0,0.10007410344306535,Amyloid/Tau Pathology
75afaecdca94756852eb74b8e1a797a5246c42bc,"A deep learning model for detection of Alzheimer's disease based on retinal photographs: a retrospective, multicentre case-control study.",2022,171,3,0.24940755581875798,Cognitive & Neuropsychological
bef8192055d644cf26f1845318acdb5b29bac13a,Plasma GFAP is an early marker of amyloid-β but not tau pathology in Alzheimer’s disease,2021,454,2,0.2808952346331083,Amyloid/Tau Pathology
925666ea98f07c3bdcd1d46807148522ecda9123,Disease severity and minimal clinically important differences in clinical outcome assessments for Alzheimer's disease clinical trials,2019,294,1,0.06288184053987064,"Care, Lifestyle & QoL"
39ff9301f10b37172a084ed6a86e531fffd7d8a2,Deep Learning Approach for Early Detection of Alzheimer’s Disease,2021,323,3,0.3326915218100609,Cognitive & Neuropsychological
f0ce93e36608013773f9c9a9a5eb6c58d51ecad6,Sex and gender differences in cognitive resilience to aging and Alzheimer's disease,2024,151,4,0.06361669615864854,Neuroinflammation & Immune
70dd3f3f932203d9a365548c50f243c00d9f0661,Updates on mouse models of Alzheimer’s disease,2024,125,4,0.21154820804856642,Neuroinflammation & Immune
98503441c12045efa98618321005c58090ca5d42,Loss of ferroportin induces memory impairment by promoting ferroptosis in Alzheimer’s disease,2021,562,4,0.14920432312710172,Neuroinflammation & Immune
9b8b61604bdf488d7174d2b932dca90a7584666e,ApoE in Alzheimer’s disease: pathophysiology and therapeutic strategies,2022,521,4,0.12263809432902603,Neuroinflammation & Immune
4024a7662d4a79931b9dbbf7258910a41b2fe1f0,The Alzheimer's Association appropriate use recommendations for blood biomarkers in Alzheimer's disease,2022,480,2,0.2702874392949449,Amyloid/Tau Pathology
096d61b05436d3936637b22cea56ce71a43aeb73,Trial of Solanezumab for Mild Dementia Due to Alzheimer's Disease,2018,854,3,0.07497495275910566,Cognitive & Neuropsychological
dcb68b1758d6d4e36c2194448ea711176f1cff99,Pathological phenotypes of astrocytes in Alzheimer’s disease,2024,97,0,0.11687367162826202,Amyloid/Tau Pathology
274c28c8529beee9e8a31454021c208f7d4ccb2c,Diagnostic value of plasma phosphorylated tau181 in Alzheimer’s disease and frontotemporal lobar degeneration,2020,599,2,0.30441920900402825,Amyloid/Tau Pathology
0cf0af095e7f0d385ca12d5df57445c59c9aea93,Inflammatory aspects of Alzheimer’s disease,2024,88,0,0.021850243336856076,Amyloid/Tau Pathology
9ede0419da3c5670071f40c76ffeb53d1a55ac92,Single cell RNA sequencing of human microglia uncovers a subset associated with Alzheimer’s disease,2020,577,4,0.28601514192745386,Neuroinflammation & Immune
680e93dff751e51b55513a45fd61286ab6f75ca6,Diverse Brain Myeloid Expression Profiles Reveal Distinct Microglial Activation States and Aspects of Alzheimer's Disease Not Evident in Mouse Models.,2018,569,4,0.2936635416096737,Neuroinflammation & Immune
14c738844753d266ad51d1d7045a15c9531228d9,Biomarkers for Alzheimer's disease: current status and prospects for the future,2018,806,2,0.3010882314638338,Amyloid/Tau Pathology
e3de53d4474dc7bf2606d598395e2d4de0e4bdc9,GWAS on family history of Alzheimer’s disease,2018,532,4,0.21514119234658752,Neuroinflammation & Immune
81831456b12b2f7a8861199484720720e9282f8d,AlzheimerNet: An Effective Deep Learning Based Proposition for Alzheimer’s Disease Stages Classification From Functional Brain Changes in Magnetic Resonance Images,2023,154,3,0.3644285439451738,Cognitive & Neuropsychological
39947d9225c17b3903f9c0803f67018762b8c6ab,Alzheimer's disease drug development pipeline: 2019,2019,665,5,0.4913069327270837,Drug/Therapeutic Interventions
a690dbbdd0a9d096947451d07efcc109d5791529,Current understanding of Alzheimer’s disease diagnosis and treatment,2018,939,0,0.08786701987032956,Amyloid/Tau Pathology
8e2d702b3daab433d5125284895c1ddf8e9a83e9,Brain-derived neurotrophic factor in Alzheimer’s disease and its pharmaceutical potential,2022,412,0,0.13319539592171614,Amyloid/Tau Pathology
b32d9cbbcddf16a7e870e7af7a554ef9500f8bfe,Diagnosis of Early Alzheimer's Disease: Clinical Practice in 2021,2021,590,2,0.10794922244709015,Amyloid/Tau Pathology
7327bf32267408a923960fd9f32d94e9c8aa6aa5,Plasma p-tau231: a new biomarker for incipient Alzheimer’s disease pathology,2021,554,2,0.31924518929265167,Amyloid/Tau Pathology
eb7657dfe7b98f7376299bf9d45805d3dc70eb6d,Tau PTM Profiles Identify Patient Heterogeneity and Stages of Alzheimer's Disease.,2020,540,2,0.08210132067716852,Amyloid/Tau Pathology
0fc4e4025db7cb13750b664bf31c4fc32a2fd334,Repurposed agents in the Alzheimer’s disease drug development pipeline,2020,727,5,0.4405685364005889,Drug/Therapeutic Interventions
869e5f1461f10258c5db7f08876b5a4e7bbe8409,Trial of Solanezumab in Preclinical Alzheimer's Disease.,2023,223,2,0.1539312012742232,Amyloid/Tau Pathology
312b6d52bb9310ea0df76428e77c792b5849550e,Plasma p-tau231 and p-tau217 as state markers of amyloid-β pathology in preclinical Alzheimer’s disease,2022,416,2,0.3245006562020963,Amyloid/Tau Pathology
0d77f6a86a79b9427114acef7bf159dbb7f10514,Gut Microbiota is Altered in Patients with Alzheimer’s Disease,2018,688,0,0.04864678575903783,Amyloid/Tau Pathology
0758d48ae66d357c3c113272a660e977ce9d0bfe,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease,2020,388,4,0.1459193381770893,Neuroinflammation & Immune
469d35696e2bc85c3b8e890f2929ab646465189c,Serum neurofilament dynamics predicts neurodegeneration and clinical progression in presymptomatic Alzheimer’s disease,2019,769,2,0.04702638011027255,Amyloid/Tau Pathology
a4efe8944aceba1bacea28102b7c92df7371d5b7,Plasma phosphorylated tau 217 and phosphorylated tau 181 as biomarkers in Alzheimer's disease and frontotemporal lobar degeneration: a retrospective diagnostic performance study.,2021,435,2,0.24288623924782435,Amyloid/Tau Pathology
26ef9e731591bf593c06a99e6195f401609e7b37,Anticipating and Mitigating the Impact of the COVID-19 Pandemic on Alzheimer's Disease and Related Dementias,2020,406,1,0.2125419212366577,"Care, Lifestyle & QoL"
643a53e1159006bc5af8344a2d85a053b52eba0f,Generalizable deep learning model for early Alzheimer’s disease detection from structural MRIs,2022,166,3,0.3184297280039655,Cognitive & Neuropsychological
5bba5e16f5a6d6b20745ef6daccde0e59a43c61a,Brain MRI Analysis for Alzheimer’s Disease Diagnosis Using CNN-Based Feature Extraction and Machine Learning,2022,151,3,0.3638200189666211,Cognitive & Neuropsychological
7beddca5bee1e45ed46d6e9a2cb55615d03dcf41,A current view on Tau protein phosphorylation in Alzheimer's disease.,2021,342,0,0.09233724795087521,Amyloid/Tau Pathology
e10065d2fee43b85a367f135e368a1249711575e,Alzheimer's disease drug development pipeline: 2023,2023,398,5,0.5490768530416574,Drug/Therapeutic Interventions
c1c305deb6388641b3da3e3e7dd5ceb7471ddaec,Gut Microbiota and Dysbiosis in Alzheimer’s Disease: Implications for Pathogenesis and Treatment,2020,414,0,0.13728280966338835,Amyloid/Tau Pathology
bbab7a44a3b914a574816f1b4885797eb472650c,Alzheimer's disease drug development pipeline: 2021,2021,416,5,0.46002100114579375,Drug/Therapeutic Interventions
bc7892a9800e6edcd2532f8c72bd3296554d6652,Somatic genomic changes in single Alzheimer’s disease neurons,2022,166,4,0.09894570157548915,Neuroinflammation & Immune
2d64cf14f26a4940ee1ea0d5c48938c30d43fe28,Gut microbiome composition may be an indicator of preclinical Alzheimer’s disease,2023,259,2,0.14038800803336224,Amyloid/Tau Pathology
b60091f9a49705a8cd0997822e0e0b30357f921f,Alzheimer's Disease Puzzle: Delving into Pathogenesis Hypotheses,2023,153,0,0.1521243751683724,Amyloid/Tau Pathology
e79f86d8163c6c975e78d821f2b3b53349da8a2d,Myelin dysfunction drives amyloid-β deposition in models of Alzheimer’s disease,2023,326,4,0.14624315202179758,Neuroinflammation & Immune
1829e7ce253efdc496ccd801fdbc80828136b134,An accurate fully automated panel of plasma biomarkers for Alzheimer's disease,2022,131,2,0.19933540343760942,Amyloid/Tau Pathology
e71b0fe1fd426a5bc3b0e90fbf3cee3edc8db310,Human Hippocampal Neurogenesis Persists in Aged Adults and Alzheimer's Disease Patients.,2019,496,4,0.07502312289658797,Neuroinflammation & Immune
d9dd8ae9d4ace470c916cc34f112338df011491b,Alzheimer’s Disease: An Updated Overview of Its Genetics,2023,264,4,0.1387449771778248,Neuroinflammation & Immune
77809357e4828bb323adc38cd1a6ad34cdc82a53,Anti-human TREM2 induces microglia proliferation and reduces pathology in an Alzheimer’s disease model,2020,416,4,0.24433193704767753,Neuroinflammation & Immune
37e6870bf0cbe81a2f57d3054e97ccf88260740c,Alzheimer's disease drug development pipeline: 2022,2022,466,5,0.5073607835365492,Drug/Therapeutic Interventions
489cea506a92578f3b87318c4b042e8e03b1c986,Blood–brain barrier opening in Alzheimer’s disease using MR-guided focused ultrasound,2018,766,2,0.0925874723282618,Amyloid/Tau Pathology
265cf70368932875ed4eff452d18cefe211a7a0e,Tau molecular diversity contributes to clinical heterogeneity in Alzheimer’s disease,2020,366,2,0.0451499146148655,Amyloid/Tau Pathology
d2d19dea1628bfdf0a811b212dfd7ba494990bab,Mild cognitive impairment has similar alterations as Alzheimer's disease in gut microbiota,2019,395,2,0.08934707602731441,Amyloid/Tau Pathology
7a60758ef1185fb82b74715813d9c2a8f5d3fa16,Multimodal deep learning for Alzheimer’s disease dementia assessment,2022,331,3,0.24656605111885255,Cognitive & Neuropsychological
7793bb2928221b40a28d3cba922da1dd07abc7e6,"A soluble phosphorylated tau signature links tau, amyloid and the evolution of stages of dominantly inherited Alzheimer’s disease",2020,544,2,0.21113093946693431,Amyloid/Tau Pathology
2ce23b683e360f18645948dd94dc88b6a52b2dd6,Glycogen synthase kinase-3 signaling in Alzheimer's disease.,2020,491,0,0.09863355630723822,Amyloid/Tau Pathology
ce0eb19745b12fb042fa00aab1a6473a09e6f59b,"Physical activity as a protective factor for dementia and Alzheimer’s disease: systematic review, meta-analysis and quality assessment of cohort and case–control studies",2022,301,1,0.11614044509489554,"Care, Lifestyle & QoL"
5a618635a0e9b231be775a5c3c87c4150a5b26a1,The role of mitochondrial dysfunction in Alzheimer's disease pathogenesis,2022,357,0,0.15998034430999486,Amyloid/Tau Pathology
381287a92c1a776306bc5d410ef925ce7cd353e7,Confounding factors of Alzheimer's disease plasma biomarkers and their impact on clinical performance,2022,195,2,0.21920255680803327,Amyloid/Tau Pathology
8f94f3803f1a6b402861b31d0cde40b0d4dc1473,Biomarker modeling of Alzheimer’s disease using PET-based Braak staging,2022,224,2,0.2648701996645108,Amyloid/Tau Pathology
42497abd076e8b1ac8f2133b05448f573e41f823,Blood plasma phosphorylated-tau isoforms track CNS change in Alzheimer’s disease,2020,356,2,0.23119025839214796,Amyloid/Tau Pathology
d9581fa7972bbcdab3cb5d626e5b3519915030ef,Astrocytic interleukin-3 programs microglia and limits Alzheimer’s disease,2021,278,4,0.1688591844202211,Neuroinflammation & Immune
0fca76d2bfb83dc604ecccd8a5832ac3018e0459,Visualization of neurofibrillary tangle maturity in Alzheimer's disease: A clinicopathologic perspective for biomarker research,2021,255,0,0.09850309412964854,Amyloid/Tau Pathology
19c410a8c5b9956c371cbdb5a436cb0116d50f9f,Molecular subtyping of Alzheimer’s disease using RNA sequencing data reveals novel mechanisms and targets,2021,239,4,0.16897421256516865,Neuroinflammation & Immune
